0.000000,6.550610,78.579500,8.063790,6.216590,7.000000,82.000000,72.566400,12.000000,10.619500,3.000000,2.654870,2.000000,1.769910,0.000000,0.000000,0.000000,0.000000,11.000000,9.734510,11.000000,9.734510,214.000000,117.000000,0.546729,113.000000,6.563300,13.000000,16.000000,4.000000,0.307692,6.000000,180.000000,195.000000,0.923077,139.000000,182.000000,0.763736,86.000000,169.000000,0.508876,34.000000,156.000000,0.217949,0.034483,
1.000000,6.820360,68.396600,10.513400,8.543020,7.000000,90.000000,68.702300,18.000000,13.740500,5.000000,3.816790,4.000000,3.053440,2.000000,1.526720,0.000000,0.000000,9.000000,6.870230,11.000000,8.396950,237.000000,137.000000,0.578059,131.000000,8.606760,12.000000,19.416700,4.000000,0.333333,6.000000,212.000000,221.000000,0.959276,162.000000,209.000000,0.775120,91.000000,197.000000,0.461929,39.000000,185.000000,0.210811,0.035461,
0.000000,7.129610,68.885800,12.267800,8.484190,9.000000,75.000000,70.093500,9.000000,8.411210,4.000000,3.738320,6.000000,5.607480,2.000000,1.869160,0.000000,0.000000,6.000000,5.607480,8.000000,7.476640,217.000000,114.000000,0.525346,107.000000,7.011210,11.000000,19.545500,7.000000,0.636364,6.000000,195.000000,203.000000,0.960591,163.000000,192.000000,0.848958,105.000000,181.000000,0.580110,45.000000,170.000000,0.264706,0.053571,
1.000000,6.758870,67.757200,11.314700,8.012730,7.000000,72.000000,61.016900,17.000000,14.406800,8.000000,6.779660,5.000000,4.237290,1.000000,0.847458,0.000000,0.000000,10.000000,8.474580,11.000000,9.322030,221.000000,123.000000,0.556561,118.000000,6.529370,14.000000,15.714300,8.000000,0.571429,7.000000,196.000000,206.000000,0.951456,160.000000,192.000000,0.833333,81.000000,178.000000,0.455056,20.000000,165.000000,0.121212,0.073771,
0.000000,6.110540,71.193100,10.461500,7.342380,7.000000,82.000000,66.666700,16.000000,13.008100,7.000000,5.691060,5.000000,4.065040,2.000000,1.626020,0.000000,0.000000,6.000000,4.878050,8.000000,6.504070,210.000000,132.000000,0.628571,123.000000,6.573210,13.000000,16.153800,8.000000,0.615385,6.000000,187.000000,197.000000,0.949239,156.000000,184.000000,0.847826,94.000000,171.000000,0.549708,46.000000,158.000000,0.291139,0.060606,
1.000000,7.234650,50.541000,13.536800,10.089200,9.000000,72.000000,54.961800,16.000000,12.213700,10.000000,7.633590,13.000000,9.923660,4.000000,3.053440,1.000000,0.763359,11.000000,8.396950,16.000000,12.213700,204.000000,137.000000,0.671569,131.000000,5.137400,14.000000,14.500000,11.000000,0.785714,4.000000,176.000000,189.000000,0.931217,140.000000,175.000000,0.800000,79.000000,161.000000,0.490683,36.000000,147.000000,0.244898,0.087591,
1.000000,6.383070,61.137300,13.647900,11.191000,7.000000,81.000000,71.681400,11.000000,9.734510,11.000000,9.734510,2.000000,1.769910,0.000000,0.000000,0.000000,0.000000,7.000000,6.194690,7.000000,6.194690,236.000000,122.000000,0.516949,113.000000,8.663820,9.000000,26.222200,6.000000,0.666667,1.000000,214.000000,227.000000,0.942731,193.000000,218.000000,0.885321,142.000000,209.000000,0.679426,74.000000,200.000000,0.370000,0.057377,
0.000000,6.659620,67.067900,10.361900,7.382700,7.000000,56.000000,68.292700,12.000000,14.634100,3.000000,3.658540,3.000000,3.658540,1.000000,1.219510,1.000000,1.219510,6.000000,7.317070,8.000000,9.756100,128.000000,84.000000,0.656250,82.000000,4.570440,9.000000,14.000000,6.000000,0.666667,0.000000,113.000000,117.000000,0.965812,95.000000,108.000000,0.879630,59.000000,99.000000,0.595960,22.000000,90.000000,0.244444,0.059524,
0.000000,6.936700,59.767600,10.328100,8.111100,7.000000,64.000000,68.817200,8.000000,8.602150,6.000000,6.451610,4.000000,4.301080,1.000000,1.075270,0.000000,0.000000,7.000000,7.526880,8.000000,8.602150,156.000000,102.000000,0.653846,93.000000,3.996530,12.000000,12.833300,7.000000,0.583333,5.000000,128.000000,142.000000,0.901408,96.000000,130.000000,0.738462,53.000000,118.000000,0.449153,23.000000,106.000000,0.216981,0.058824,
0.000000,7.184970,64.087300,11.413000,8.696590,9.000000,88.000000,70.967700,16.000000,12.903200,6.000000,4.838710,2.000000,1.612900,1.000000,0.806452,0.000000,0.000000,7.000000,5.645160,8.000000,6.451610,231.000000,131.000000,0.567100,124.000000,7.120270,13.000000,17.615400,8.000000,0.615385,5.000000,205.000000,216.000000,0.949074,167.000000,203.000000,0.822660,109.000000,190.000000,0.573684,52.000000,177.000000,0.293785,0.038168,
